"","Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year","Type"
"9869","Il Fresco Blanc de Blancs Brut N.V.","Italy","Veneto","Villa Sandi",3.5,1134,6.9,"N.V.","Sparkling"
"9870","Prosecco Treviso Extra Dry N.V.","Italy","Prosecco di Treviso","Val d'Oca",3.5,1155,8.68,"N.V.","Sparkling"
"9871","Essentiel Cuvée Réservée Brut Champagne N.V.","France","Champagne","Piper-Heidsieck",3.9,1158,46.01,"N.V.","Sparkling"
"9872","Vivo Blu N.V.","Italy","Veneto","Mionetto",3.5,1163,8.39,"N.V.","Sparkling"
"9873","Valdobbiadene Prosecco Superiore Extra Dry N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Borgo Molino",3.7,1164,13.4,"N.V.","Sparkling"
"9874","Crémant de Loire Brut Blanc N.V.","France","Crémant de Loire","Monmousseau",3.6,1165,12.9,"N.V.","Sparkling"
"9875","'Giulio Ferrari' Riserva del Fondatore 2007","Italy","Trento","Ferrari",4.6,1191,122.27,"2007","Sparkling"
"9876","Prosecco Treviso Extra Dry N.V.","Italy","Prosecco di Treviso","Montelliana",3.7,1194,8.5,"N.V.","Sparkling"
"9877","Excellence Brut Rosé N.V.","France","Loire Valley","Bouvet-Ladubay",3.8,1204,12,"N.V.","Sparkling"
"9878","Concerto Lambrusco Reggiano 2017","Italy","Reggiano","Medici Ermete",3.7,1204,10.67,"2017","Sparkling"
"9879","Strada di Guia 109 Brut N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Foss Marai",3.8,1231,13.72,"N.V.","Sparkling"
"9880","La Grande Année Brut Champagne 2008","France","Champagne","Bollinger",4.5,1237,121.15,"2008","Sparkling"
"9881","Flamingo Brut Rosé N.V.","Italy","Franciacorta","Monte Rossa",3.8,1242,27.9,"N.V.","Sparkling"
"9882","Franciacorta Brut N.V.","Italy","Franciacorta","Ricci Curbastro",3.8,1247,23,"N.V.","Sparkling"
"9883","Rosé de Saignée Champagne Premier Cru N.V.","France","Champagne Premier Cru","Larmandier-Bernier",4.1,1251,67.5,"N.V.","Sparkling"
"9884","Grande Reserve Brut Champagne Premier Cru N.V.","France","Champagne Premier Cru","J.M. Gobillard & Fils",3.9,1254,31.95,"N.V.","Sparkling"
"9885","Prosecco N.V.","Italy","Prosecco","Canella",3.6,1266,10.18,"N.V.","Sparkling"
"9886","Prosecco Treviso Extra Dry N.V.","Italy","Prosecco di Treviso","Viticoltori Ponte",3.6,1272,8.9,"N.V.","Sparkling"
"9887","Blanc de Blancs Brut Champagne Grand Cru 'Aÿ' N.V.","France","Champagne Grand Cru 'Aÿ'","Lallier",4,1306,55.05,"N.V.","Sparkling"
"9888","Brut Champagne (Extra Cuvée de Réserve) 2012","France","Champagne","Pol Roger",4.4,1315,60.44,"2012","Sparkling"
"9889","Rive di San Pietro di Barbozza Valdobbiadene Prosecco Superiore N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Val d'Oca",3.9,1322,12.9,"N.V.","Sparkling"
"9890","Cava Brut Rosado N.V.","Spain","Cava","Segura Viudas",3.5,1333,9.5,"N.V.","Sparkling"
"9891","Rosé Champagne N.V.","France","Champagne","Barons de Rothschild (Lafite)",4.1,1348,65.38,"N.V.","Sparkling"
"9892","Quartet Brut N.V.","United States","Anderson Valley","Roederer Estate",3.7,1354,34.9,"N.V.","Sparkling"
"9893","Perle Rosée Brut Champagne N.V.","France","Champagne","Alexandre Bonnet",3.6,1356,36.85,"N.V.","Sparkling"
"9894","Demi-Sec N.V.","Italy","Trento","Ferrari",3.7,1362,23.87,"N.V.","Sparkling"
"9895","Crémant de Loire Brut N.V.","France","Crémant de Loire","De Chanceny",3.7,1370,11.95,"N.V.","Sparkling"
"9896","Prosecco N.V.","Italy","Prosecco","Villa Teresa",3.8,1396,7.6,"N.V.","Sparkling"
"9897","Brut Rosé Champagne 2006","France","Champagne","Dom Pérignon",4.6,1414,315,"2006","Sparkling"
"9898","Moxxe Pinot Grigio - Verduzzo N.V.","Italy","Valpolicella","Masi",3.6,1424,15.2,"N.V.","Sparkling"
"9899","Cuvée Sublime Demi-Sec Champagne N.V.","France","Champagne","Piper-Heidsieck",4,1434,39.99,"N.V.","Sparkling"
"9900","Blanc de Blancs Brut Champagne Grand Cru 'Chouilly' N.V.","France","Champagne Grand Cru 'Chouilly'","Legras & Haas",4,1435,41.93,"N.V.","Sparkling"
"9901","Arte Tradicional Brut Espumante 2017","Brazil","Vale dos Vinhedos","Casa Valduga",3.8,1440,13.47,"2017","Sparkling"
"9902","Brut Champagne Premier Cru N.V.","France","Champagne Premier Cru","Autréau de Champillon",3.9,1459,23.9,"N.V.","Sparkling"
"9903","Asti N.V.","Italy","Asti","Acquesi",3.9,1487,7.96,"N.V.","Sparkling"
"9904","Grande Réserve Brut Champagne N.V.","France","Champagne","Veuve A. Devaux",3.8,1490,29.9,"N.V.","Sparkling"
"9905","Tresor Brut N.V.","France","Saumur","Bouvet-Ladubay",3.8,1508,16.2,"N.V.","Sparkling"
"9906","Cava Reserva Brut N.V.","Spain","Cava","Mont Marçal",3.6,1510,7.75,"N.V.","Sparkling"
"9907","Cava Barcelona Brut Reserva N.V.","Spain","Cava","Vilarnau",3.7,1513,11.98,"N.V.","Sparkling"
"9908","Il Soller Prosecco di Valdobbiadene Superiore Extra Dry N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Marsuret",3.8,1525,10.9,"N.V.","Sparkling"
"9909","Cuvée No 741 Extra Brut Champagne N.V.","France","Champagne","Jacquesson",4.1,1533,49.95,"N.V.","Sparkling"
"9910","Tradition Brut Champagne N.V.","France","Champagne","J.M. Gobillard & Fils",3.9,1540,28.95,"N.V.","Sparkling"
"9911","Cremant d'Alsace Cuvée Prestige N.V.","France","Crémant d'Alsace","René Muré",3.8,1549,15.9,"N.V.","Sparkling"
"9912","Carte Blanche Champagne (Demi-Sec) N.V.","France","Champagne","Louis Roederer",4.1,1615,44.74,"N.V.","Sparkling"
"9913","Brut Reserva N.V.","Spain","Cava","Vilarnau",3.5,1641,11.08,"N.V.","Sparkling"
"9914","Prosecco Treviso N.V.","Italy","Prosecco di Treviso","Cecilia Beretta",3.8,1673,11.8,"N.V.","Sparkling"
"9915","Gold Rosé N.V.","Italy","Oltrepò Pavese","Bottega",3.7,1679,20.5,"N.V.","Sparkling"
"9916","Cuvée 28+ Brut N.V.","Italy","Trento","Rotari",3.6,1692,13.15,"N.V.","Sparkling"
"9917","Crémant de Loire L'Extra N.V.","France","Crémant de Loire","Langlois-Chateau",3.8,1711,13.3,"N.V.","Sparkling"
"9918","Crémant d'Alsace Cuvée Julien Brut N.V.","France","Crémant d'Alsace","Dopff au Moulin",3.6,1737,13.95,"N.V.","Sparkling"
"9919","Valdobbiadene Prosecco Superiore Brut N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Col Vetoraz",3.8,1767,12.5,"N.V.","Sparkling"
"9920","Extra Dry N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Bepin de Eto",3.9,1772,10.5,"N.V.","Sparkling"
"9921","Méthode Cap Classique Rosé N.V.","South Africa","Western Cape","Pongrácz",3.7,1777,15.5,"N.V.","Sparkling"
"9922","Prosecco Treviso Extra Dry N.V.","Italy","Prosecco di Treviso","Le Contesse",3.7,1778,7.55,"N.V.","Sparkling"
"9923","Grande Rosé N.V.","France","Champagne","Montaudon",3.9,1779,24.99,"N.V.","Sparkling"
"9924","Demi-Sec Champagne N.V.","France","Champagne","Taittinger",4.2,1814,47.18,"N.V.","Sparkling"
"9925","Brut Rosé N.V.","Italy","Trento","Rotari",3.4,1830,9.75,"N.V.","Sparkling"
"9926","Brut Champagne 2004","France","Champagne","Krug",4.6,1853,229,"2004","Sparkling"
"9927","Prosecco Valdobbiadene Superiore N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Villa Sandi",3.8,1861,10.5,"N.V.","Sparkling"
"9928","Grand Blanc de Blancs Brut Champagne N.V.","France","Champagne","Gosset",4.1,1874,50.69,"N.V.","Sparkling"
"9929","Reserve Rosé Champagne N.V.","France","Champagne","Charles Heidsieck",4.1,1884,62.69,"N.V.","Sparkling"
"9930","Extra Age Brut Champagne N.V.","France","Champagne","Lanson",4.2,1915,49.95,"N.V.","Sparkling"
"9931","Prosecco Extra Dry Spumante N.V.","Italy","Prosecco di Treviso","Valdo",3.6,1922,7.5,"N.V.","Sparkling"
"9932","Sparkling Rosé N.V.","Italy","Vino d'Italia","Ruffino",3.7,1944,16.54,"N.V.","Sparkling"
"9933","Valdobbiadene Prosecco Superiore Brut N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Nino Franco",3.7,1996,13.9,"N.V.","Sparkling"
"9934","Prosecco Brut N.V.","Italy","Prosecco","Maschio",3.6,2034,10.01,"N.V.","Sparkling"
"9935","Ultra Brut Champagne (Brut Nature) N.V.","France","Champagne","Laurent-Perrier",4.1,2051,62.4,"N.V.","Sparkling"
"9936","Cava Carta Nevada Premium Semi Dry (Semi-Seco) N.V.","Spain","Catalunya","Freixenet",3.6,2058,8.49,"N.V.","Sparkling"
"9937","Brut Nature Champagne (Philippe Starck) 2009","France","Champagne","Louis Roederer",4.2,2074,79.9,"2009","Sparkling"
"9938","Crémant d'Alsace Brut Millésime N.V.","France","Crémant d'Alsace","Arthur Metz",3.6,2090,12.19,"N.V.","Sparkling"
"9939","Excellence Brut Crémant de Loire N.V.","France","Crémant de Loire","Bouvet-Ladubay",3.8,2115,11,"N.V.","Sparkling"
"9940","Z Prosecco Brut N.V.","Italy","Prosecco","Zardetto",3.6,2128,9.5,"N.V.","Sparkling"
"9941","Prosecco Conegliano Valdobbiadene Superiore Brut N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Cecilia Beretta",3.8,2161,14.32,"N.V.","Sparkling"
"9942","Blanc de Noirs Brut Champagne N.V.","France","Champagne","Fleury",4,2181,40.95,"N.V.","Sparkling"
"9943","Cuvée dei Frati Brut N.V.","Italy","Lombardia","Cà dei Frati",3.8,2239,16.88,"N.V.","Sparkling"
"9944","Brut Rosé (Pink) N.V.","Spain","Cava","Anna de Codorniu",3.6,2298,12.89,"N.V.","Sparkling"
"9945","Cava Gran Cuvée Reserva N.V.","Spain","Cava","Segura Viudas",3.8,2313,15.65,"N.V.","Sparkling"
"9946","Comtes de Champagne Blanc de Blancs 2007","France","Champagne","Taittinger",4.5,2326,157.81,"2007","Sparkling"
"9947","Rosé N.V.","Italy","Trento","Ferrari",3.8,2350,21.8,"N.V.","Sparkling"
"9948","Brut Rosé Champagne N.V.","France","Champagne","Krug",4.6,2376,299,"N.V.","Sparkling"
"9949","Cristal Brut Champagne (Millésimé) 2005","France","Champagne","Louis Roederer",4.6,2385,251.23,"2005","Sparkling"
"9950","Valdobbiadene Prosecco Superiore Brut N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Jeio",3.6,2408,15.43,"N.V.","Sparkling"
"9951","Crémant de Loire Rosé Brut N.V.","France","Crémant de Loire","De Chanceny",3.8,2442,11.95,"N.V.","Sparkling"
"9952","Cuvée de l'Écusson Brut N.V.","Luxembourg","Moselle","Bernard-Massard",3.7,2444,17.1,"N.V.","Sparkling"
"9953","Franciacorta Satén N.V.","Italy","Franciacorta","Ca' del Bosco",4.2,2444,44,"N.V.","Sparkling"
"9954","Famiglia dal 1908 Prosecco N.V.","Italy","Prosecco","Cielo e Terra",3.7,2458,5.99,"N.V.","Sparkling"
"9955","Cuvée William Deutz Millesimé Brut Champagne N.V.","France","Champagne","Deutz",4.4,2496,130,"N.V.","Sparkling"
"9956","Cristal Brut Champagne (Millésimé) 2002","France","Champagne","Louis Roederer",4.7,2607,363.75,"2002","Sparkling"
"9957","Prosecco Treviso Extra Dry N.V.","Italy","Prosecco di Treviso","Maschio dei Cavalieri",3.6,2617,10.29,"N.V.","Sparkling"
"9958","Franciacorta Rosé N.V.","Italy","Franciacorta","Contadi Castaldi",3.8,2649,19.9,"N.V.","Sparkling"
"9959","Rare Brut Champagne (Millesimé) 2002","France","Champagne","Piper-Heidsieck",4.5,2674,202.01,"2002","Sparkling"
"9960","Riesling Brut N.V.","Germany","Pfalz","Reichsrat von Buhl",3.8,2693,15.5,"N.V.","Sparkling"
"9961","7 Crus Brut Champagne Grand Cru 'Avize' N.V.","France","Champagne Grand Cru 'Avize'","Agrapart & Fils",4.1,2700,45.72,"N.V.","Sparkling"
"9962","Cristal Brut Champagne (Millésimé) 2008","France","Champagne","Louis Roederer",4.6,2729,237.65,"2008","Sparkling"
"9963","Grand Vintage Brut Champagne 2009","France","Champagne","Moët & Chandon",4.2,2737,67.29,"2009","Sparkling"
"9964","Cuvée Brut Champagne N.V.","France","Champagne","Jeanmaire",3.5,2739,25.97,"N.V.","Sparkling"
"9965","Brut Champagne N.V.","France","Champagne","Besserat de Bellefon",4,2752,29.9,"N.V.","Sparkling"
"9966","Cuvée Brut Champagne N.V.","France","Champagne","Piper-Heidsieck",3.9,2781,44.54,"N.V.","Sparkling"
"9967","1754 Prosecco N.V.","Italy","Prosecco","Casa Defrà",3.8,2789,11.65,"N.V.","Sparkling"
"9968","Grande Réserve Brut Champagne N.V.","France","Champagne","Baron-Fuenté",3.8,2818,21.5,"N.V.","Sparkling"
"9969","Brut Grand Rosé Champagne N.V.","France","Champagne","Gosset",4.1,2820,33,"N.V.","Sparkling"
"9970","Nocturne Champagne (Sec) N.V.","France","Champagne","Taittinger",4.1,2829,52.73,"N.V.","Sparkling"
"9971","Sur Lie Nature N.V.","Brazil","Rio Grande do Sul","Casa Valduga",4.1,2837,16.61,"N.V.","Sparkling"
"9972","Prima Cuvée Brut N.V.","Italy","Franciacorta","Monte Rossa",3.8,2861,23.3,"N.V.","Sparkling"
"9973","Bosco di Gica Valdobbiadene Prosecco Superiore Brut N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Adami",3.8,2889,12.9,"N.V.","Sparkling"
"9974","Cristal Brut Champagne (Millésimé) 2007","France","Champagne","Louis Roederer",4.6,2949,223.23,"2007","Sparkling"
"9975","Corderie Prosecco Valdobbiadene Superiore N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Astoria",3.6,2955,10.3,"N.V.","Sparkling"
"9976","Cava Pinot Noir Rosé Brut N.V.","Spain","Cava","Juvé & Camps",3.7,2992,15.98,"N.V.","Sparkling"
"9977","Crede Valdobbiadene Prosecco Superiore Brut N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Bisol",3.8,3011,19.43,"N.V.","Sparkling"
"9978","La Grande Année Brut Champagne 2007","France","Champagne","Bollinger",4.4,3047,119,"2007","Sparkling"
"9979","Giall'Oro Valdobbiadene Prosecco Superiore N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Ruggeri",3.9,3084,10.89,"N.V.","Sparkling"
"9980","Valdobbiadene Prosecco Superiore Extra Dry N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Col Vetoraz",3.9,3088,12.5,"N.V.","Sparkling"
"9981","Bandarossa Valdobbiadene Prosecco Superiore N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Bortolomiol",3.9,3121,14.9,"N.V.","Sparkling"
"9982","Terroirs Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize' N.V.","France","Champagne Grand Cru 'Avize'","Agrapart & Fils",4.2,3170,57,"N.V.","Sparkling"
"9983","Blanc de Blancs Brut Champagne Grand Cru N.V.","France","Champagne Grand Cru","Billecart-Salmon",4.3,3206,59.8,"N.V.","Sparkling"
"9984","Strada di Guia 109 Extra Dry N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Foss Marai",3.9,3281,13.72,"N.V.","Sparkling"
"9985","Blanc de Blancs Brut Champagne (Vintage) N.V.","France","Champagne","Louis Roederer",4.2,3338,69.95,"N.V.","Sparkling"
"9986","Brut N.V.","United States","Puget Sound","Domaine Ste. Michelle",3.6,3360,13.9,"N.V.","Sparkling"
"9987","Franciacorta Brut N.V.","Italy","Lombardia","Ferghettina",3.8,3417,29.35,"N.V.","Sparkling"
"9988","Brut Rosé N.V.","France","Beaune","Veuve du Vernay",3.7,3418,8.64,"N.V.","Sparkling"
"9989","Longitude Blanc de Blancs Champagne Premier Cru N.V.","France","Champagne Premier Cru","Larmandier-Bernier",4.1,3575,48.5,"N.V.","Sparkling"
"9990","Grand Cordon Brut Champagne N.V.","France","Champagne","G.H. Mumm",3.9,3582,36,"N.V.","Sparkling"
"9991","Asti Dolce N.V.","Italy","Asti","Fontanafredda",3.7,4127,16.5,"N.V.","Sparkling"
"9992","Prestige Collection Extra Dry Prosecco Treviso N.V.","Italy","Prosecco di Treviso","Mionetto",3.6,4135,10.89,"N.V.","Sparkling"
"9993","Brut Rosé (Rose Label) Champagne N.V.","France","Champagne","Lanson",3.9,4143,34.95,"N.V.","Sparkling"
"9994","Brut (Chardonnay - Pinot Noir) N.V.","South Africa","Robertson","Graham Beck",3.8,4214,16.9,"N.V.","Sparkling"
"9995","Brut Tradition Champagne Grand Cru 'Ambonnay' N.V.","France","Champagne Grand Cru 'Ambonnay'","Egly-Ouriet",4.3,4301,73,"N.V.","Sparkling"
"9996","Cava Brut Reserva N.V.","Spain","Cava","Castillo Perelada",3.5,4329,12.5,"N.V.","Sparkling"
"9997","Blanc de Blancs Cuvée Cuis Brut Champagne 1er Cru N.V.","France","Champagne Premier Cru","Pierre Gimonnet & Fils",4,4381,29.9,"N.V.","Sparkling"
"9998","Comtes de Champagne Blanc de Blancs 2006","France","Champagne","Taittinger",4.5,4438,145.19,"2006","Sparkling"
"9999","Prélude Grands Crus Brut Champagne N.V.","France","Champagne","Taittinger",4.2,4540,57.15,"N.V.","Sparkling"
"10000","Grande Réserve Brut Champagne N.V.","France","Champagne","Alexandre Bonnet",3.8,4551,32.95,"N.V.","Sparkling"
"10001","Cava Brut Reserva N.V.","Spain","Cava","Segura Viudas",3.6,4627,9.25,"N.V.","Sparkling"
"10002","Gold N.V.","Italy","Veneto","Bottega",3.7,4683,20.5,"N.V.","Sparkling"
"10003","Blanc de Blancs Brut N.V.","Spain","Cava","Anna de Codorniu",3.6,4688,11.99,"N.V.","Sparkling"
"10004","Alma Cuvée Brut N.V.","Italy","Franciacorta","Bellavista",3.9,4736,27.9,"N.V.","Sparkling"
"10005","La Cuvée Brut Champagne N.V.","France","Champagne","Laurent-Perrier",4,4740,37.4,"N.V.","Sparkling"
"10006","Prosecco N.V.","Italy","Prosecco","Albino Armani",3.8,4800,11.95,"N.V.","Sparkling"
"10007","Rosé Sauvage Brut Champagne N.V.","France","Champagne","Piper-Heidsieck",3.8,4846,45.49,"N.V.","Sparkling"
"10008","Prestige Rosé Brut Champagne N.V.","France","Champagne","Taittinger",4.1,4847,48.64,"N.V.","Sparkling"
"10009","Prosecco Cuvée 1821 N.V.","Italy","Prosecco","Zonin",3.7,4948,8.59,"N.V.","Sparkling"
"10010","Brut Champagne (Cuvée Royale) N.V.","France","Champagne","Joseph Perrier",3.8,4982,35,"N.V.","Sparkling"
"10011","Demi-Sec Champagne N.V.","France","Champagne","Veuve Clicquot",4.3,5006,51.49,"N.V.","Sparkling"
"10012","Cava Brut Selección N.V.","Spain","Cava","Villa Conchi",3.7,5059,8.99,"N.V.","Sparkling"
"10013","Petalo Moscato Il Vino Dell'Amore N.V.","Italy","Veneto","Bottega",3.9,5095,12.79,"N.V.","Sparkling"
"10014","Prosecco Il Fresco Spumante N.V.","Italy","Prosecco di Treviso","Villa Sandi",3.6,5148,9.36,"N.V.","Sparkling"
"10015","Rosé Brut Champagne N.V.","France","Champagne","Deutz",4.1,5236,47.9,"N.V.","Sparkling"
"10016","Trocken Dry-Sec N.V.","Germany","German Wine","Henkell",3.3,5677,7.89,"N.V.","Sparkling"
"10017","Pinot Noir Brut Nature Champagne N.V.","France","Champagne","Drappier",4.1,5708,32.99,"N.V.","Sparkling"
"10018","Rustico Valdobbiadene Prosecco Superiore N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Nino Franco",3.8,5865,12.5,"N.V.","Sparkling"
"10019","Maximum Brut N.V.","Italy","Trento","Ferrari",3.8,5937,19.7,"N.V.","Sparkling"
"10020","Méthode Cap Classique Pinot Noir - Chardonnay Brut N.V.","South Africa","Western Cape","Pongrácz",3.7,6078,13.9,"N.V.","Sparkling"
"10021","Grand Siècle Champagne (Grande Cuvée) N.V.","France","Champagne","Laurent-Perrier",4.5,6095,149.9,"N.V.","Sparkling"
"10022","Brut Champagne N.V.","France","Champagne","Barons de Rothschild (Lafite)",4.1,6170,44.29,"N.V.","Sparkling"
"10023","Aimery Crémant de Limoux Grande Cuvée 1531 N.V.","France","Crémant de Limoux","Sieur d'Arques",3.8,6245,10.85,"N.V.","Sparkling"
"10024","Prosecco N.V.","Italy","Prosecco","Zonin",3.5,6293,5.75,"N.V.","Sparkling"
"10025","Première Cuvée Brut Champagne N.V.","France","Champagne","Bruno Paillard",4.1,6392,39.95,"N.V.","Sparkling"
"10026","Blue Top Brut Champagne N.V.","France","Champagne","Heidsieck & Co. Monopole",3.7,6481,29.79,"N.V.","Sparkling"
"10027","Brut Champagne N.V.","France","Champagne","Montaudon",3.9,6569,19.99,"N.V.","Sparkling"
"10028","Mosaïque Brut Champagne N.V.","France","Champagne","Jacquart",3.8,6753,26.99,"N.V.","Sparkling"
"10029","Valdobbiadene Prosecco Superiore N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Santa Margherita",3.7,6835,11.29,"N.V.","Sparkling"
"10030","Cuvée 18 Prosecco Frizzante (Spago Nero) N.V.","Italy","Prosecco","Riondo",3.9,6873,6.5,"N.V.","Sparkling"
"10031","Prestige Collection Brut Prosecco Treviso N.V.","Italy","Prosecco di Treviso","Mionetto",3.6,7378,10.69,"N.V.","Sparkling"
"10032","Grande Réserve Brut Champagne N.V.","France","Champagne","Gosset",4.1,7496,32.5,"N.V.","Sparkling"
"10033","Blason Rosé Brut Champagne N.V.","France","Champagne","Perrier-Jouët",4.2,7569,55,"N.V.","Sparkling"
"10034","Carte d'Or Brut Champagne N.V.","France","Champagne","Drappier",3.9,7787,29.79,"N.V.","Sparkling"
"10035","Alma Gran Cuvée Brut N.V.","Italy","Franciacorta","Bellavista",3.9,7950,25.25,"N.V.","Sparkling"
"10036","Rosé Brut Champagne N.V.","France","Champagne","Bollinger",4.2,8025,69.5,"N.V.","Sparkling"
"10037","Brut Champagne 2008","France","Champagne","Dom Pérignon",4.6,8349,170.59,"2008","Sparkling"
"10038","Valdobbiadene Prosecco Superiore Millesimato Brut N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Ca'Val",3.5,8371,13.95,"N.V.","Sparkling"
"10039","Prosecco Superiore Conegliano Valdobbiadene Extra Dry N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Carpenè Malvolti",3.7,8439,12.29,"N.V.","Sparkling"
"10040","Prosecco N.V.","Italy","Prosecco","Ruffino",3.7,8695,16.54,"N.V.","Sparkling"
"10041","Rosé Brut Champagne (Vintage) N.V.","France","Champagne","Louis Roederer",4.2,8770,63.95,"N.V.","Sparkling"
"10042","Cava Reserva Heredad Brut N.V.","Spain","Cava","Segura Viudas",3.9,10697,32.19,"N.V.","Sparkling"
"10043","Ice Impérial (Demi-Sec) Champagne N.V.","France","Champagne","Moët & Chandon",4.2,10963,57,"N.V.","Sparkling"
"10044","Brut Rosé Champagne N.V.","France","Champagne","Ruinart",4.3,11756,63.28,"N.V.","Sparkling"
"10045","Brut Champagne N.V.","France","Champagne","Piper-Heidsieck",3.9,11839,37.82,"N.V.","Sparkling"
"10046","Belle Epoque Brut Champagne N.V.","France","Champagne","Perrier-Jouët",4.5,12146,152.39,"N.V.","Sparkling"
"10047","Brut Réserve Champagne N.V.","France","Champagne","Charles Heidsieck",4.1,12493,51.49,"N.V.","Sparkling"
"10048","Prosecco Valdobbiadene Superiore Marca Oro N.V.","Italy","Conegliano-Valdobbiadene Prosecco","Valdo",3.7,12610,7.95,"N.V.","Sparkling"
"10049","Black Label Champagne Brut N.V.","France","Champagne","Lanson",3.8,13652,33.5,"N.V.","Sparkling"
"10050","Brut Rosé Champagne N.V.","France","Champagne","Billecart-Salmon",4.4,13969,59,"N.V.","Sparkling"
"10051","Brut Rosé Champagne N.V.","France","Champagne","Veuve Clicquot",4.3,14193,53.9,"N.V.","Sparkling"
"10052","Brut (R de Ruinart) Champagne N.V.","France","Champagne","Ruinart",4.2,14475,47.44,"N.V.","Sparkling"
"10053","Trento Brut N.V.","Italy","Trento","Ferrari",3.7,15719,19.45,"N.V.","Sparkling"
"10054","Grande Cuvée Brut Champagne N.V.","France","Champagne","Krug",4.6,16160,189,"N.V.","Sparkling"
"10055","Classic Brut Champagne N.V.","France","Champagne","Deutz",4,16690,39.5,"N.V.","Sparkling"
"10056","Brut Réserve Champagne N.V.","France","Champagne","Billecart-Salmon",4.2,17403,38.41,"N.V.","Sparkling"
"10057","Royal Brut Champagne N.V.","France","Champagne","Pommery",3.9,17671,37.89,"N.V.","Sparkling"
"10058","Franciacorta Cuvée Prestige N.V.","Italy","Franciacorta","Ca' del Bosco",4.1,19311,26.09,"N.V.","Sparkling"
"10059","Réserve Brut Champagne N.V.","France","Champagne","Pol Roger",4.2,20136,38.5,"N.V.","Sparkling"
"10060","Blanc de Blancs Brut Champagne N.V.","France","Champagne","Ruinart",4.4,21106,63.28,"N.V.","Sparkling"
"10061","(Cordon Rouge) Brut Champagne N.V.","France","Champagne","G.H. Mumm",3.9,21726,37.69,"N.V.","Sparkling"
"10062","Impérial Rosé Brut Champagne N.V.","France","Champagne","Moët & Chandon",4.1,22557,48.66,"N.V.","Sparkling"
"10063","Brut Cuvée Champagne Rosé N.V.","France","Champagne","Laurent-Perrier",4.3,23316,69,"N.V.","Sparkling"
"10064","Grand Brut Champagne N.V.","France","Champagne Grand Cru","Perrier-Jouët",4.1,26726,43.69,"N.V.","Sparkling"
"10065","Brut (Réserve) Champagne N.V.","France","Champagne","Taittinger",4.1,30090,35.9,"N.V.","Sparkling"
"10066","Special Cuvée Brut Aÿ Champagne N.V.","France","Champagne","Bollinger",4.2,37765,46,"N.V.","Sparkling"
"10067","Brut Premier Champagne N.V.","France","Champagne Premier Cru","Louis Roederer",4.2,40004,36.48,"N.V.","Sparkling"
"10068","Impérial Brut Champagne N.V.","France","Champagne","Moët & Chandon",4.1,76037,40.61,"N.V.","Sparkling"
"10069","Brut (Carte Jaune) Champagne N.V.","France","Champagne","Veuve Clicquot",4.2,86839,43.6,"N.V.","Sparkling"
"10070","Brut Champagne N.V.","France","Champagne","Dom Pérignon",4.6,94287,170,"N.V.","Sparkling"
"10071","Vermentino 2017","Italy","Toscana","Famiglia Castellani",3.8,25,5.65,"2017","White"
"10072","Ronco Broilo 2010","Italy","Colli Orientali del Friuli","Conte d'Attimis Maniago",4.3,25,44.9,"2010","White"
"10073","Weisser Schiefer s 2017","Austria","Südburgenland","Weinbau Uwe Schiefer",4.2,25,33.25,"2017","White"
"10074","Chardonnay 2018","Germany","Rheinhessen","Krämer - Straight",3.9,25,8.99,"2018","White"
"10075","Maganza Zibibbo 2018","Italy","Terre Siciliane","Luna Gaia",3.9,25,8.6,"2018","White"
"10076","Chardonnay 2019","Germany","Pfalz","Schneider",3.7,25,15.9,"2019","White"
"10077","Goldloch Riesling GG 2016","Germany","Nahe","Diel",4.1,25,33.9,"2016","White"
"10078","Kieselberg GG 2015","Germany","Pfalz","Von Winning",4.1,25,33.95,"2015","White"
"10079","Catarratto 2019","Italy","Terre Siciliane","Feudi Branciforti dei Bordonaro",3.8,25,5,"2019","White"
"10080","Safari Pecorino 2017","Italy","Terre di Chieti","Bove",3.4,25,6.74,"2017","White"
"10081","Sauvignon Veneto 2019","Italy","Veneto","Torresella",3.8,25,6.77,"2019","White"
