"Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year","Type"
"Il Favot Langhe Nebbiolo 2016","Italy","Langhe","Aldo Conterno",4.2,82,41.61,"2016","Red"
"Pomerol 2006","France","Pomerol","Château l'Eglise-Clinet",4.2,82,272.95,"2006","Red"
"Authentique Côtes du Roussillon Rouge 2018","France","Côtes du Roussillon","Domaine Lafage",3.7,82,8.68,"2018","Red"
"Höhenflug Merlot 2016","Germany","Pfalz","Hensel",4.3,82,16.45,"2016","Red"
"Essenze Barolo 2015","Italy","Barolo","Vite Colte",3.9,82,26.9,"2015","Red"
"Bicentenaire Vieilles Vignes Corbières 2015","France","Corbières","Château Etang des Colombes",3.7,82,8.24,"2015","Red"
"Nero d'Avola 2017","Italy","Terre Siciliane","Fatascia",3.5,82,7.55,"2017","Red"
"Sino da Romaneira Tinto 2016","Portugal","Douro","Quinta da Romaneira",3.9,82,15.95,"2016","Red"
"Cazalet Faugères 2017","France","Faugères","Saint Antonin",3.6,82,10.9,"2017","Red"
"Pomino Rosso (Pinot Nero) 2013","Italy","Pomino","Castello Pomino",3.5,82,18.9,"2013","Red"
"Benchmark Cabernet - Shiraz 2017","Australia","Barossa","Grant Burge",3.3,82,9.68,"2017","Red"
"Mosaique Rouge 2017","France","Languedoc","S. Delafont",3.7,82,9.7,"2017","Red"
"Vacqueyras 'Les Cyprès' 2015","France","Vacqueyras","Paul Jaboulet Aîné",3.6,82,16.52,"2015","Red"
"Kubbadì 2011","Italy","Terre di Chieti","Cantine Mucci",4.3,82,27.29,"2011","Red"
"Grans Muralles 2015","Spain","Conca de Barberà","Torres",4.4,82,86.33,"2015","Red"
"Fronsac 2016","France","Fronsac","Château Moulin Haut-Laroque",3.8,82,23.35,"2016","Red"
"Moulis-en-Médoc 2015","France","Moulis-en-Médoc","Château Malmaison",3.6,82,24.15,"2015","Red"
"The Echo Of G 2012","South Africa","Western Cape","4G Wine Estate",4.5,82,128.67,"2012","Red"
"Reserva Cabernet Sauvignon 2018","Chile","Colchagua Valley","TerraNoble",3.6,82,7.9,"2018","Red"
"Saint-Émilion Grand Cru 2013","France","Saint-Émilion Grand Cru","Château Brun",3.9,82,43.9,"2013","Red"
"IL Blu 2016","Italy","Toscana","Brancaia",4.3,82,58.39,"2016","Red"
"Morgon Côte du Py - Javernières 2018","France","Morgon","Terres Dorées",3.6,82,20.9,"2018","Red"
"Porcupine Ridge Syrah 2017","South Africa","Swartland","Boekenhoutskloof",3.5,820,10.35,"2017","Red"
"Perbacco Nebbiolo 2017","Italy","Langhe","Vietti",3.9,821,17.45,"2017","Red"
"Castel Del Monte Riserva Vigna Pedale 2014","Italy","Castel del Monte","Torrevento",3.8,821,9.9,"2014","Red"
"The Uprising Red 2019","Australia","South Eastern Australia","19 Crimes",4,822,11.89,"2019","Red"
"Quota 29 Primitivo 2018","Italy","Salento","Menhir",3.8,823,6.95,"2018","Red"
"Unico 2009","Spain","Ribera del Duero","Vega Sicilia",4.7,824,320.71,"2009","Red"
"Syrah 2016","Chile","Peumo","Marques de Casa Concha",3.9,824,14.5,"2016","Red"
"El Puntido 2013","Spain","Rioja","Viñedos de Páganos",4.2,825,37.95,"2013","Red"
"Gran Enemigo Single Vineyard El Cepillo Cabernet Franc 2014","Argentina","San Carlos","El Enemigo",4.5,825,77.01,"2014","Red"
"Réserve du Château Bordeaux Supérieur 2016","France","Bordeaux Supérieur","Château Pey La Tour",3.8,826,12.3,"2016","Red"
"Campo Ai Sassi Rosso di Montalcino 2016","Italy","Rosso di Montalcino","Tenuta CastelGiocondo",3.7,826,17.06,"2016","Red"
"Galodoro Tinto 2017","Portugal","Lisboa","Quinta do Conde",3.8,826,5.53,"2017","Red"
"Montepulciano d'Abruzzo 2017","Italy","Montepulciano d'Abruzzo","Masciarelli",3.6,827,8.9,"2017","Red"
"Rioja Reserva 2012","Spain","Rioja","Torre de Oña",3.9,827,19.89,"2012","Red"
"Moi Primitivo Puglia 2017","Italy","Puglia","Varvaglione",3.7,828,5.9,"2017","Red"
"Terre di San Leonardo 2015","Italy","Vigneti delle Dolomiti","San Leonardo",3.6,828,13.25,"2015","Red"
"Fausto Merlot 2016","Brazil","Serra Gaúcha","Pizzato",3.5,829,11.45,"2016","Red"
"Saint-Julien (Grand Cru Classé) 2012","France","Saint-Julien","Château Léoville Barton",4.2,829,82.37,"2012","Red"
"Tempranillo 2018","Spain","Rioja","Hacienda López de Haro",3.5,83,6.84,"2018","Red"
"Le Coquin Merlot 2016","France","Malepère","La Louvière",3.5,83,11.19,"2016","Red"
"The Pavillion Shiraz - Cabernet Sauvignon 2018","South Africa","Stellenbosch","Boschendal",3.3,83,6.79,"2018","Red"
"Chianti Colli Senesi 2015","Italy","Chianti Colli Senesi","Torre Alle Tolfe",3.6,83,13.82,"2015","Red"
"Pinot Noir 2015","France","Alsace","Hugel",3.5,83,17.52,"2015","Red"
"Don Maximiano Founder's Reserve 1999","Chile","Aconcagua Valley","Errazuriz",4.3,83,84.09,"1999","Red"
"Vera Cruz Pinotage 2016","South Africa","Simonsberg-Stellenbosch","Delheim",4.2,83,37.9,"2016","Red"
"Spätburgunder Trocken 2015","Germany","Pfalz","Dr. Von Bassermann-Jordan",3.6,83,12.77,"2015","Red"
"The King's Wrath Pinot Noir 2017","New Zealand","Marlborough","The Kings Series",3.5,83,23.9,"2017","Red"
"Sangiovese Toscana 2019","Italy","Toscana","Caparzo",3.9,83,5.99,"2019","Red"
"Héritage Côtes de Provence Rouge 2016","France","Côtes de Provence","Estandon",3.6,83,12.81,"2016","Red"
"Devil's Candy Red Blend 2017","United States","Napa Valley","689 - Six Eight Nine",4.4,83,38.5,"2017","Red"
"Prugnolo Valtellina Superiore 2015","Italy","Valtellina Superiore","Aldo Rainoldi",3.8,83,16.39,"2015","Red"
"No. 7 Red 2017","France","Côtes de Thongue","La Croix Belle",4.1,83,16.95,"2017","Red"
"Saint Cosme Côte-Rotie 2008","France","Côte-Rôtie","Château de Saint Cosme",3.9,83,49.95,"2008","Red"
"The Freedom 1843 Shiraz 2016","Australia","Barossa","Langmeil",4.5,83,63.24,"2016","Red"
"Coco Rotie 2018","Australia","McLaren Vale","RedHeads",3.8,83,16.9,"2018","Red"
"Barolo Conca 2014","Italy","Barolo","Renato Ratti",4.2,83,73.21,"2014","Red"
"Red/Bat 2016","Spain","Priorat","Pinord",3.6,83,14.99,"2016","Red"
"Historic Tinto 2018","Spain","Priorat","Terroir Al Límit Soc. Lda",3.8,83,18,"2018","Red"
"Paralléle 45 Côtes du Rhône Rouge 2018","France","Côtes-du-Rhône","Paul Jaboulet Aîné",3.5,83,9.25,"2018","Red"
"Les Terroirs Faugères 2016","France","Faugères","Calmel & Joseph",3.5,83,7.75,"2016","Red"
"Garnacha 2018","Spain","Valencia","Clos de Lôm",3.8,83,15.4,"2018","Red"
"Sangiovese Terre di Chieti 2018","Italy","Terre di Chieti","Caldora",3.7,83,4.57,"2018","Red"
"L'Apparita 2014","Italy","Toscana","Castello di Ama",4.3,83,245.53,"2014","Red"
"Margaux 2016","France","Margaux","Château Les Barraillots",4.1,83,17.45,"2016","Red"
"Merlot 2018","Australia","South Australia","Rawson's Retreat",3.3,83,7.95,"2018","Red"
"Pontificis Red Blend 2018","France","Pays d'Oc","Badet Clement",3.7,83,7.02,"2018","Red"
"Estate Cabernet Sauvignon 2016","Argentina","Lujan de Cuyo","Doña Paula",3.6,831,9.65,"2016","Red"
"Benuara (Tenuta Presti e Pegni) 2016","Italy","Terre Siciliane","Cusumano",3.7,831,9.65,"2016","Red"
"Bordeaux Supérieur 2014","France","Bordeaux Supérieur","Château Croix Mouton",3.6,832,9.9,"2014","Red"
"Roble Cabernet Sauvignon - Merlot Somontano 2018","Spain","Somontano","Viñas del Vero",3.4,836,6.63,"2018","Red"
"Chianti Classico 2016","Italy","Chianti Classico","Brancaia",3.7,836,15.5,"2016","Red"
"Cabernet Sauvignon 2014","South Africa","Franschhoek","Boekenhoutskloof",4.3,836,54.9,"2014","Red"
"Pinot Noir 2015","Chile","Casablanca Valley","Veramonte",3.5,837,8.99,"2015","Red"
"Merlot 2015","Chile","Colchagua Valley","Montes Alpha",3.8,837,16.09,"2015","Red"
"El Pacto 2016","Spain","Rioja","Hacienda López de Haro",3.9,838,9.9,"2016","Red"
"Nucli Organic 2018","Spain","La Mancha","Neleman",3.7,84,8.67,"2018","Red"
"Campredon 2017","France","Languedoc","Alain Chabanon",3.5,84,14.9,"2017","Red"
"Don Tommaso Chianti Classico 2013","Italy","Chianti Classico","Principe Corsini",4.1,84,63,"2013","Red"
"Saint-Émilion Grand Cru 2012","France","Saint-Émilion Grand Cru","Château La Fleur d'Arthus",4.1,84,29.1,"2012","Red"
"Château Les Vergnes Bordeaux Rouge 2016","France","Bordeaux","Univitis",3.1,84,6.95,"2016","Red"
"Appassite Negroamaro - Primitivo 2019","Italy","Puglia","Luna Argenta",4,84,7.52,"2019","Red"
"Marteto Morellino di Scansano 2018","Italy","Morellino di Scansano","Bruni",3.6,84,10.63,"2018","Red"
"Spätburgunder Trocken 2012","Germany","Rheinhessen","Kühling-Gillot",4,84,14.89,"2012","Red"
"Picadeiro Pinot Noir - Touriga Nacional 2015","Portugal","Tejo","Quinta do Casal Monteiro",3.5,84,5.38,"2015","Red"
"Parcelas de Graciano 2015","Spain","Rioja","Altos Ibéricos",3.6,84,11.63,"2015","Red"
"The Dry Land Collection Resolve Pinotage 2017","South Africa","Paarl","Perdeberg",4,84,12.5,"2017","Red"
"Luvi Langhe Rosso 2016","Italy","Langhe","Paolo Manzone",3.8,84,19.4,"2016","Red"
"Guidalberto 2018","Italy","Toscana","Tenuta San Guido",4.1,84,36.38,"2018","Red"
"El Ruden 2017","Italy","Veneto","Astoria",3.9,84,12.99,"2017","Red"
"Pinotage 2017","South Africa","Stellenbosch","Vriesenhof",3.6,84,11.5,"2017","Red"
"Limited Release Syrah 2012","South Africa","Stellenbosch","Anura",3.7,84,19.3,"2012","Red"
"Alto Sangiovese 2012","Italy","Toscana","Petra",4,84,39.58,"2012","Red"
"Pinot Noir 2016","United States","Central Coast","Ryder Estate",3.4,84,15.9,"2016","Red"
"Reserva 2014","Spain","Utiel-Requena","Marqués de Chivé",3.5,84,6.5,"2014","Red"
"Since 1974 Primitivo di Manduria 2017","Italy","Primitivo di Manduria","Emera",4.1,84,13.15,"2017","Red"
"Cuvèe 2013","Romania","Murfatlar","Alira",4,84,11.9,"2013","Red"
"Millenium Reserva 1996","Spain","Ribera del Duero","Tinto Pesquera",4.4,84,389.43,"1996","Red"
"Merlot Dolomiti 2018","Italy","Vigneti delle Dolomiti","Terre del Noce",3.6,84,5.2,"2018","Red"
"Le Mas Coteaux du Languedoc 2018","France","Languedoc","Clavel",3.7,84,9,"2018","Red"
"Costa Russi (Barbaresco) Langhe 2013","Italy","Langhe","Gaja",4.4,84,430,"2013","Red"
"Tinto 2016","Spain","Ribera del Duero","Bodegas Vilano",4.6,84,41.9,"2016","Red"
"Montagne-Saint-Émilion 2013","France","Montagne-Saint-Émilion","Château Teyssier",3.8,84,15,"2013","Red"
"Loam 2017","Italy","Südtirol - Alto Adige","Tramin",4.3,84,29.6,"2017","Red"
"Cabernet Sauvignon 2018","South Africa","Stellenbosch","Zonnebloem",3.6,84,8.29,"2018","Red"
"Lagrein 2018","Italy","Trentino-Alto Adige","Cantina Kaltern",3.6,84,10.23,"2018","Red"
"Merlot 2017","United States","Washington","Two Vines",3.3,84,8.4,"2017","Red"
"Amore e Follia 2016","Italy","Toscana","Podere le Ripi",3.8,84,25.9,"2016","Red"
"Bricco Pernice Barolo 2013","Italy","Barolo","Elvio Cogno",4.1,84,75,"2013","Red"
"Gabarinza 2016","Austria","Burgenland","Heinrich",4.1,84,36.18,"2016","Red"
"Montiano 2015","Italy","Lazio","Falesco",4.1,840,37.5,"2015","Red"
"Pauillac (Premier Grand Cru Classé) 1992","France","Pauillac","Château Mouton Rothschild",4.4,840,1071.29,"1992","Red"
"Chianti Classico Riserva 2015","Italy","Chianti Classico","Castello di Gabbiano",3.8,841,17.63,"2015","Red"
"Rosso di Montalcino 2018","Italy","Rosso di Montalcino","Banfi",3.6,841,14.9,"2018","Red"
"Saint-Julien (Grand Cru Classé) 2008","France","Saint-Julien","Château Ducru-Beaucaillou",4.4,843,136.8,"2008","Red"
"Primitivo di Manduria 2017","Italy","Primitivo di Manduria","Masseria Pietrosa",4.1,844,11.21,"2017","Red"
"Valpolicella Superiore 2017","Italy","Valpolicella","Zenato",3.8,844,7.71,"2017","Red"
"Três Bagos Reserva Tinto 2015","Portugal","Douro","Lavradores de Feitoria",3.7,846,10.23,"2015","Red"
"Margaux (Grand Cru Classé) 2005","France","Margaux","Château Prieuré-Lichine",4.3,847,69.95,"2005","Red"
"Sangaetano Primitivo di Manduria 2018","Italy","Primitivo di Manduria","Cantine due Palme",3.9,848,8.5,"2018","Red"
"Haut-Médoc (Grand Cru Classé) 2015","France","Haut-Médoc","Château La Tour Carnet",4,848,39.5,"2015","Red"
"Bin 28 Kalimna Shiraz 2017","Australia","Barossa Valley","Penfolds",4,848,33.9,"2017","Red"
"Clos du Marquis Saint-Julien 2008","France","Saint-Julien","Château Léoville Las Cases",4.1,848,92.61,"2008","Red"
"Barolo (Tradizione) 2015","Italy","Barolo","Marchesi di Barolo",4.1,849,23.9,"2015","Red"
"Mormoreto Toscana 2012","Italy","Toscana","Castello Nipozzano",4.2,849,55,"2012","Red"
"Clancy's Red Blend 2015","Australia","Barossa","Peter Lehmann",3.6,849,12.5,"2015","Red"
"Vigne Vecchie Barbera d'Asti Superiore 2011","Italy","Barbera d'Asti","Vinchio - Vaglio Serra",3.9,85,19.9,"2011","Red"
"Reserva Merlot 2016","Brazil","Serra Gaúcha","Don Guerino",3.7,85,12.62,"2016","Red"
"Toscana 2016","Italy","Toscana","Masseto",4.8,85,960.17,"2016","Red"
"Pinot Nero 2011","Italy","Südtirol - Alto Adige","Ferruccio Carlotto",3.6,85,19.45,"2011","Red"
"Les Vaucrains Nuits Saint Georges 1er Cru 2011","France","Nuits-Saint-Georges","Domaine Robert Chevillon",4.3,85,98.72,"2011","Red"
"Sancerre Belle Dame 2014","France","Sancerre","Domaine Vacheron",4,85,45.9,"2014","Red"
"Blauschiefer Spätburgunder 2017","Germany","Ahr","Meyer - Näkel",3.8,85,23.16,"2017","Red"
"Pomerol 2013","France","Pomerol","Château Latour à Pomerol",4.2,85,101.74,"2013","Red"
"Châteauneuf-du-Pape Vieilles Vignes 2017","France","Châteauneuf-du-Pape","Domaine de la Janasse",4.4,85,58.39,"2017","Red"
"Portrait Cabernet Sauvignon 2017","Australia","Barossa","Peter Lehmann",3.6,85,12.7,"2017","Red"
"1856 2016","Spain","Mallorca","Macià Batle",3.8,85,16.69,"2016","Red"
"Puglia Primitivo 2018","Italy","Puglia","Lamadoro",3.4,85,5.28,"2018","Red"
"Badiolo Chianti 2017","Italy","Chianti","Trambusti",3.8,85,11.5,"2017","Red"
"Crozes-Ermitage Les Varonniers 2014","France","Crozes-Hermitage","M. Chapoutier",4.3,85,55.48,"2014","Red"
"Pinotage - Shiraz 2017","South Africa","Western Cape","Leopard’s Leap",3.4,85,6.93,"2017","Red"
"Veneto Alzero Cabernet 2009","Italy","Veneto","Quintarelli Giuseppe",4.8,85,324.95,"2009","Red"
"Campomaccione Morellino di Scansano 2011","Italy","Morellino di Scansano","Rocca delle Macìe",3.4,85,11.89,"2011","Red"
"Grumello Valtellina Superiore 2014","Italy","Valtellina Superiore","Mamete Prevostini",3.9,85,16.5,"2014","Red"
"Lifili Primitivo Salento 2018","Italy","Salento","a6mani",3.7,85,5.9,"2018","Red"
"Calvert Pinot Noir 2017","New Zealand","Central Otago","Felton Road",4.2,85,67.9,"2017","Red"
"Valpolicella Classico 2018","Italy","Valpolicella Classico","Cesari",3.5,85,7.6,"2018","Red"
"Côtes du Rhône Les Deux Albion 2018","France","Côtes-du-Rhône","Château de Saint Cosme",3.8,85,15.9,"2018","Red"
"Lalande-de-Pomerol 2013","France","Lalande-de-Pomerol","Château Les Hauts-Conseillants",3.9,85,22.63,"2013","Red"
"Winemaker's Collection Pinotage 2018","South Africa","Swartland","Swartland Winery",3.5,85,7.88,"2018","Red"
"Lagrein Riserva 2016","Italy","Südtirol - Alto Adige","St. Michael-Eppan",3.7,85,15.04,"2016","Red"
"Negre 2012","Spain","Mallorca","Finca Son Bordils",3.8,85,10.56,"2012","Red"
"Edición Limitada B 2016","Chile","Colchagua Valley","Caliterra",4,85,15.78,"2016","Red"
"Santa Digna Reserva Merlot 2018","Chile","Central Valley","Miguel Torres",3.5,85,7.63,"2018","Red"
"Cabernet Sauvignon 2015","South Africa","Stellenbosch","Drostdy-Hof",3.3,85,7.79,"2015","Red"
"Côte-Rôtie 2016","France","Côte-Rôtie","Domaine Jean-Michel Stéphan",3.9,85,64,"2016","Red"
"Pannobile 2016","Austria","Burgenland","Anita Nittnaus Hans",3.9,85,23.61,"2016","Red"
"Tintilla 2014","Spain","Cádiz","Atlántida",3.9,85,29.61,"2014","Red"
"Traluna Toscana 2018","Italy","Toscana","Villa Trasqua",3.7,85,8.21,"2018","Red"
"Haut-Médoc (Grand Cru Classé) 2017","France","Haut-Médoc","Château Cantemerle",3.8,85,49.88,"2017","Red"
"Saint-Esprit Côtes-du-Rhône 2018","France","Côtes-du-Rhône","Delas",3.9,850,7.7,"2018","Red"
"Bin 8 Cabernet - Shiraz 2017","Australia","South Australia","Penfolds",3.8,851,31.5,"2017","Red"
"Pessac-Léognan (Grand Cru Classé de Graves) 2010","France","Pessac-Léognan","Château de Fieuzal",4.1,852,63.66,"2010","Red"
"Primitivo I Muri 2018","Italy","Puglia","Vigneti del Salento",3.8,853,4.61,"2018","Red"
"Poggio alle Mura Brunello di Montalcino 2013","Italy","Brunello di Montalcino","Banfi",4.1,853,39.9,"2013","Red"
"Poggio Al Tufo Rompicollo 2016","Italy","Maremma Toscana","Tommasi",3.9,854,15.05,"2016","Red"
"Pessac-Léognan (Grand Cru Classé de Graves) 2008","France","Pessac-Léognan","Château Pape Clément",4.3,854,115.95,"2008","Red"
"Dark Knight Toscana Red 2016","Italy","Toscana","Castello di Gabbiano",3.9,855,13.93,"2016","Red"
"Réserve Saint-Émilion 2016","France","Saint-Émilion","Mouton Cadet",3.7,855,20.89,"2016","Red"
"Cabernet Sauvignon - Merlot 2016","Spain","Somontano","Enate",3.6,856,9.5,"2016","Red"
"Al Passo Toscana 2014","Italy","Toscana","Tolaini",4,856,19.5,"2014","Red"
"Barolo Bussia 2013","Italy","Barolo","Giacomo Fenocchio",4.1,858,42.95,"2013","Red"
"Ai Colli Valpolicella Ripasso 2016","Italy","Valpolicella Ripasso","Vivaldi",3.7,858,9.26,"2016","Red"
"Enira 2015","Bulgaria","Pazardjik","Bessa Valley",3.9,858,11.43,"2015","Red"
"Quatro Red 2018","Chile","Colchagua Valley","MontGras",3.8,859,8.63,"2018","Red"
"Pessac-Léognan (Grand Cru Classé de Graves) 2005","France","Pessac-Léognan","Domaine de Chevalier",4.2,859,99.95,"2005","Red"
"Pessac-Léognan (Grand Cru Classé de Graves) 2013","France","Pessac-Léognan","Château Pape Clément",4.2,859,95.53,"2013","Red"
"Labyrinth Cabernet Sauvignon 2017","South Africa","Stellenbosch","Simonsig",3.8,86,12.3,"2017","Red"
"Rough Diamond 2012","South Africa","Constantia","Buitenverwachting",4.2,86,17.9,"2012","Red"
"Palmenti Negroamaro Salento Vigne Vecchie 2016","Italy","Salento","Masseria Pietrosa",4.4,86,27.78,"2016","Red"
"Bobal 2016","Spain","Utiel-Requena","Cerro Gallina",4.2,86,18.52,"2016","Red"
"Signature 2014","South Africa","Stellenbosch","Ernie Els",4.1,86,64.02,"2014","Red"
"La Bouveau Côtes du Rhône 2013","France","Côtes-du-Rhône","Saint-Damien",3.7,86,7.59,"2013","Red"
"Suculé Barbera d'Alba 2015","Italy","Barbera d'Alba","Lo Zoccolaio",4,86,14.5,"2015","Red"
"Le Bombarde Cannonau di Sardegna 2018","Italy","Cannonau di Sardegna","Santa Maria La Palma",3.3,86,6.5,"2018","Red"
"12 Volts 2018","Spain","Binissalem-Mallorca","4 Kilos Vinícola",3.8,86,17.99,"2018","Red"
"Chateau Tour de Castres Graves 2012","France","Graves","Rodrigues Lalande",3.7,86,14.95,"2012","Red"
"Diciotto Primitivo 2016","Italy","Salento","Schola Sarmenti",4.5,86,42.27,"2016","Red"
"Peperino Toscana 2016","Italy","Toscana","Teruzzi & Puthod",3.9,86,9.69,"2016","Red"
"Aloxe-Corton 2014","France","Aloxe-Corton","Olivier Leflaive",3.9,86,49.99,"2014","Red"
"Shiraz 2015","South Africa","Stellenbosch","Aaldering",4.2,86,23.9,"2015","Red"
"Director's Reserve Red 2017","South Africa","Stellenbosch","Tokara",4.1,86,33.9,"2017","Red"
"Manor House Shiraz 2016","South Africa","Paarl","Nederburg",3.7,86,9.72,"2016","Red"
"Zweigelt 2018","Austria","Neusiedlersee","Hannes Reeh",3.4,86,8.5,"2018","Red"
"Classic Bordeaux Rouge 2018","France","Bordeaux","Château Lauduc",4.2,86,6.62,"2018","Red"
"Bourgogne Pinot Noir 2017","France","Bourgogne","Domaine des Perdrix",3.9,86,33.94,"2017","Red"
"Aluigi Riserva Chianti Classico 2013","Italy","Chianti Classico","Cinciole",3.7,86,25.3,"2013","Red"
"Tinto 2017","Portugal","Alentejano","Terras de Estremoz",3.2,86,21.45,"2017","Red"
"Gap's Crown Vineyard Pinot Noir 2014","United States","Sonoma Coast","Patz & Hall",4.3,86,89,"2014","Red"
"Pinot Noir Herrenstück 2016","Germany","Baden","Weingut Holger Koch",3.7,86,12.95,"2016","Red"
"Brunello di Montalcino Riserva Pian di Conte 2013","Italy","Brunello di Montalcino","Talenti",4.3,86,125.75,"2013","Red"
"Cabernet 2014","Italy","Venezia Giulia","di Lenardo",3.8,86,9.39,"2014","Red"
"Moulis-en-Médoc 2017","France","Moulis-en-Médoc","Château Chasse-Spleen",3.8,86,34,"2017","Red"
"Primo Scuro 2018","Italy","Cannonau di Sardegna","Mesa",3.4,86,8.49,"2018","Red"
"Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011","France","Saint-Émilion Grand Cru","Château Figeac",4.4,860,170.59,"2011","Red"
"Amarone della Valpolicella 2016","Italy","Amarone della Valpolicella","Zonin",4.2,862,30.07,"2016","Red"
"Saint-Julien (Grand Cru Classé) 2003","France","Saint-Julien","Château Léoville Las Cases",4.4,863,219.33,"2003","Red"
"Altos del Plata Cabernet Sauvignon 2016","Argentina","Mendoza","Terrazas de los Andes",3.5,863,16.39,"2016","Red"
"Il Rabdomante Montepulciano d'Abruzzo 2016","Italy","Montepulciano d'Abruzzo","Feudi Bizantini",4.2,863,16.95,"2016","Red"
"Crianza Rioja 2015","Spain","Rioja","Castillo de Albai",3.6,864,6.99,"2015","Red"
"Castillon - Côtes de Bordeaux 2010","France","Castillon - Côtes de Bordeaux","Château d'Aiguilhe",3.9,864,36.95,"2010","Red"
"Pauillac (Premier Grand Cru Classé) 2006","France","Pauillac","Château Mouton Rothschild",4.6,864,731.09,"2006","Red"
"Bin 407 Cabernet Sauvignon 2016","Australia","South Australia","Penfolds",4.2,864,91.55,"2016","Red"
"Barbaresco 2016","Italy","Barbaresco","Prunotto",4,864,26.9,"2016","Red"
"Max Reserva Carmenère 2017","Chile","Aconcagua Valley","Errazuriz",3.8,864,13.9,"2017","Red"
"Pinot Noir Bourgogne 2018","France","Bourgogne","Labouré-Roi",3.4,865,14.79,"2018","Red"
"Acinatico Valpolicella Classico Superiore Ripasso 2017","Italy","Valpolicella Classico","Stefano Accordini",4.1,866,15.5,"2017","Red"
"Garnacha 2016","Spain","Campo de Borja","Alto Moncayo",4.3,868,34.95,"2016","Red"
"Aska Bolgheri 2016","Italy","Bolgheri","Banfi",4,868,15.9,"2016","Red"
"Primitivo 2017","Italy","Salento","Itinera Prima Classe",3.9,868,6.95,"2017","Red"
"Riserva 2016","Italy","Brindisi","Doppio Passo",4,868,13.95,"2016","Red"
"L'U Umbria Rosso 2018","Italy","Umbria","Lungarotti",3.8,87,7.8,"2018","Red"
"El Andén de la Estación 2016","Spain","Rioja","Muga",4.1,87,11.21,"2016","Red"
"Gaglioppo 2017","Italy","Calabria","Statti",3.5,87,9.49,"2017","Red"
"Barolo Ravera 2011","Italy","Barolo","Vietti",4.3,87,134.83,"2011","Red"
"Alfa Spiga Ribera del Duero 2005","Spain","Ribera del Duero","O. Fournier",4,87,69.99,"2005","Red"
"Cabernet Franc 2018","South Africa","Stellenbosch","Morgenster Estate",4,87,12.62,"2018","Red"
"Bordeaux 2016","France","Bordeaux","Château de Camarsac",3.2,87,8.33,"2016","Red"
"Heideboden Rotweincuvée 2018","Austria","Neusiedlersee","Keringer",3.7,87,10.5,"2018","Red"
"Bourgogne Couvent des Jacobins Pinot Noir 2018","France","Bourgogne","Louis Jadot",3.7,87,16.48,"2018","Red"
"Caringole Rouge 2018","France","Côtes de Thongue","La Croix Belle",3.6,87,6.5,"2018","Red"
"Dits del Terra 2016","Spain","Priorat","Terroir Al Límit Soc. Lda",4.2,87,60,"2016","Red"
"Garnacha Tintorera 2015","Spain","Almansa","Intruso",3.5,87,7,"2015","Red"
"Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017","France","Saint-Émilion Grand Cru","Château Canon-La-Gaffelière",4.1,87,96.51,"2017","Red"
"Les Jumelles Côte Rotie 2015","France","Côte-Rôtie","Paul Jaboulet Aîné",4.2,87,66.93,"2015","Red"
"Domaine des Tourettes Hermitage Rouge 2016","France","Hermitage","Delas",4.4,87,63.36,"2016","Red"
"Barrica 2016","Spain","Cigales","El Perdiguero",4,87,7.45,"2016","Red"
"Syrah 2018","Italy","Terre Siciliane","Fatascia",3.7,87,7.53,"2018","Red"
"Quattro Passi Appassimento Rosso Veneto 2017","Italy","Veneto","Villa Degli Olmi",3.7,87,8.76,"2017","Red"
"Salice Salentino Riserva 2017","Italy","Salice Salentino","Il Tauro",3.6,87,6.21,"2017","Red"
"Momi Maremma Toscana 2017","Italy","Maremma Toscana","Tenute Guicciardini Strozzi",3.7,87,12.99,"2017","Red"
"Cabernet Sauvignon 2017","South Africa","Paarl","Niel Joubert",3.7,87,6.12,"2017","Red"
"Crianza Vendimia Seleccionada 2017","Spain","Rioja","Azabache",3.7,87,7.45,"2017","Red"
"Gabarinza 2010","Austria","Burgenland","Heinrich",4.2,87,39.95,"2010","Red"
"Crianza 2013","Spain","Toro","Damalisco",3.5,87,7.95,"2013","Red"
"Romeo Monastrell Roble 2016","Spain","Jumilla","Alceño",3.7,87,8.9,"2016","Red"
"Brolo di Campofiorin Oro 2015","Italy","Rosso Veronese","Masi",3.8,870,14.99,"2015","Red"
"Opus One 2016","United States","Napa Valley","Opus One",4.6,872,388.94,"2016","Red"
"Médoc 2008","France","Médoc","Château La Cardonne",3.5,872,23.34,"2008","Red"
"Es Primitivo di Manduria 2016","Italy","Primitivo di Manduria","Gianfranco Fino",4.4,873,46.46,"2016","Red"
"Cabernet Sauvignon (Reserva) 2018","Chile","Central Valley","Casillero del Diablo",3.6,8739,7.89,"2018","Red"
"Langhe Nebbiolo 2012","Italy","Langhe","La Spinetta",3.8,874,25.34,"2012","Red"
"Margaux 2014","France","Margaux","Château Labégorce",3.9,876,28.65,"2014","Red"
"Merlot 2016","United States","Columbia Valley","14 Hands",3.8,876,13.5,"2016","Red"
"Bordeaux Rouge 2017","France","Bordeaux","Baron Philippe de Rothschild",3.5,877,12.92,"2017","Red"
"The Signature Cabernet Sauvignon - Shiraz 2013","Australia","Barossa","Yalumba",4.1,878,56.27,"2013","Red"
